,Unnamed: 0,title,date,stock,sub_category,sub_category_predicted_score,parent_category,parent_predicted_score,TRUE LABEL
238,394781,A Peek Into The Market Before The Trading Starts,2011-09-16 07:24:00-04:00,DYN,Stock Trends,0.129896238,Market Trends,0.405760318,
239,394781,A Peek Into The Market Before The Trading Starts,2011-09-16 07:24:00-04:00,DYN,Stock Trends,0.129896238,Market Trends,0.405760318,
240,394781,A Peek Into The Market Before The Trading Starts,2011-09-16 07:24:00-04:00,DYN,Stock Trends,0.129896238,Market Trends,0.405760318,
241,394781,A Peek Into The Market Before The Trading Starts,2011-09-16 07:24:00-04:00,DYN,Stock Trends,0.129896238,Market Trends,0.405760318,
242,394781,A Peek Into The Market Before The Trading Starts,2011-09-16 07:24:00-04:00,DYN,Stock Trends,0.129896238,Market Trends,0.405760318,
243,238674,A Peek Into The Market Before The Trading Starts,2012-05-03 07:18:00-04:00,CHK,Stock Trends,0.129896238,Market Trends,0.405760318,
244,238674,A Peek Into The Market Before The Trading Starts,2012-05-03 07:18:00-04:00,CHK,Stock Trends,0.129896238,Market Trends,0.405760318,
245,238674,A Peek Into The Market Before The Trading Starts,2012-05-03 07:18:00-04:00,CHK,Stock Trends,0.129896238,Market Trends,0.405760318,
246,238674,A Peek Into The Market Before The Trading Starts,2012-05-03 07:18:00-04:00,CHK,Stock Trends,0.129896238,Market Trends,0.405760318,
247,238674,A Peek Into The Market Before The Trading Starts,2012-05-03 07:18:00-04:00,CHK,Stock Trends,0.129896238,Market Trends,0.405760318,
248,32918,A Peek Into The Market Before The Trading Starts,2011-06-24 07:22:00-04:00,AEGR,Stock Trends,0.129896238,Market Trends,0.405760318,
249,32918,A Peek Into The Market Before The Trading Starts,2011-06-24 07:22:00-04:00,AEGR,Stock Trends,0.129896238,Market Trends,0.405760318,
250,32918,A Peek Into The Market Before The Trading Starts,2011-06-24 07:22:00-04:00,AEGR,Stock Trends,0.129896238,Market Trends,0.405760318,
251,32918,A Peek Into The Market Before The Trading Starts,2011-06-24 07:22:00-04:00,AEGR,Stock Trends,0.129896238,Market Trends,0.405760318,
252,32918,A Peek Into The Market Before The Trading Starts,2011-06-24 07:22:00-04:00,AEGR,Stock Trends,0.129896238,Market Trends,0.405760318,
253,1029212,A Peek Into The Market Before The Trading Starts,2011-06-07 07:31:00-04:00,PPL,Stock Trends,0.129896238,Market Trends,0.405760318,
254,1029212,A Peek Into The Market Before The Trading Starts,2011-06-07 07:31:00-04:00,PPL,Stock Trends,0.129896238,Market Trends,0.405760318,
255,1029212,A Peek Into The Market Before The Trading Starts,2011-06-07 07:31:00-04:00,PPL,Stock Trends,0.129896238,Market Trends,0.405760318,
256,1029212,A Peek Into The Market Before The Trading Starts,2011-06-07 07:31:00-04:00,PPL,Stock Trends,0.129896238,Market Trends,0.405760318,
257,1029212,A Peek Into The Market Before The Trading Starts,2011-06-07 07:31:00-04:00,PPL,Stock Trends,0.129896238,Market Trends,0.405760318,
477,1342487,"Morgan Stanley Maintains Equal-Weight on Webster Financial, Raises Price Target to $34",2020-06-08 09:06:00-04:00,WBS,Leadership,0.130613118,Investment News,0.369514972,
1060,290675,"UPDATE: Deutsche Bank Reiterates Hold Rating, Lowers PT on Calpine Corporation",2012-11-07 11:16:00-05:00,CPN,Stock Trends,0.130868644,Company News,0.344863117,
113,819744,"Benzinga's Top Upgrades, Downgrades For January 6, 2017",2017-01-06 09:31:00-05:00,MERC,Stock Trends,0.130907193,Market Trends,0.320640832,
154,60340,ALIM: FDA Grants Iluvien NDA Priority Review,2010-08-31 09:11:00-04:00,ALIM,Legal & Regulatory,0.131019816,Company News,0.447432488,
1144,948340,"Benzinga's Top Upgrades, Downgrades For May 23, 2017",2017-05-23 09:24:00-04:00,OFIX,Stock Trends,0.131400123,Market Trends,0.311246604,
551,789645,Q4 2016 Real-Time Call Brief,2017-02-03 12:16:00-05:00,LYB,Earnings,0.131891325,Company News,0.341702968,
458,812665,Keep Tight Risk and Capital Management  06-04-2010,2010-06-04 14:14:00-04:00,MDCO,Investment Strategies,0.131956756,Investment News,0.295545369,
669,1063613,RADA Electronic Amended 13D Filing From DBSI Investments Shows Cut Stake From 25.1% As Of Jan. 16 To 17.91%,2019-09-16 15:56:00-04:00,RADA,Investment Strategies,0.132027254,Investment News,0.335110366,
1180,839170,"Bank of America Initiates Momenta Pharmaceuticals At Underperform, $19 PO",2011-06-28 07:25:00-04:00,MNTA,Stock Trends,0.132045656,Investment News,0.289567649,
119,406983,Exceed Company Announces $10M Share Repurchase Program ,2011-08-15 16:15:00-04:00,EDS,Earnings,0.132222578,Company News,0.657289028,
1104,625728,Goldman Sachs Raises Starwood Hotels PT From $64 To $70,2010-12-09 11:56:00-05:00,HOT,Stock Trends,0.132259324,Investment News,0.303023785,
635,1162938,"Benzinga's Top Upgrades, Downgrades For August 30, 2017",2017-08-30 09:17:00-04:00,SNY,Stock Trends,0.132323578,Market Trends,0.307608187,
618,783584,Trump Administration Said to Weigh Limits on Use of U.S. Semiconductor Manufacturing Equipment Which Would Target Huawei; Could Affect Semiconductor Industry Beyond China,2020-02-17 07:40:00-05:00,LRCX,Leadership,0.132799387,Regulations & Policies,0.261204749,
897,239131,MarkWest Tightens Hold in Marcellus - Analyst Blog,2011-01-20 18:01:00-05:00,CHK,Investment Strategies,0.133162424,Investment News,0.233804464,
41,1027920,"Elliott Says Akzo CEO Buchmer, 'Clearly Not Listening To Shareholders' By Refusing To Meet PPG Proposal",2017-03-23 09:03:00-04:00,PPG,M&A,0.133213282,Company News,0.383592516,
894,1040072,"The Daily Biotech Pulse: LogicBio Slapped With Clinical Hold, Agile Inks Debt Deal Ahead of Twirla Approval, Gilead Builds Stake In Sierra Oncology",2020-02-11 07:23:00-05:00,PTCT,Stock Trends,0.133418158,Industry Updates,0.517773151,
1070,1196450,"Fast Money Picks For May 21st (SU, TEVA, C, MCK)",2010-05-20 18:37:00-04:00,SU,Stock Trends,0.133895695,Investment News,0.345393956,
908,882244,PREVIEW: Jim Cramer to Interview CEO of Nordic American Tankers on Mad Money,2011-11-07 18:13:00-05:00,NAT,Leadership,0.133961231,Company News,0.348608255,
146,1248063,Lunda Construction Awarded $130 Million Highway 41 DePere-Suamico Contract ,2013-08-07 08:33:00-04:00,TPC,Leadership,0.134086043,Company News,0.61934793,
366,1257086,"Credit Suisse Downgrades Turquoise Hill Resources Ltd. to Neutral, Lowers PT to $6.00",2013-07-30 07:24:00-04:00,TRQ,Stock Trends,0.134106606,Investment News,0.378141761,
349,146293,"Notable Insider Buys After-Hours on Friday May 19, 2017",2017-05-22 06:40:00-04:00,BBW,Employment,0.134162828,Investment News,0.300990224,
898,584428,Morning Market Losers,2015-10-27 10:08:00-04:00,GRUB,Stock Trends,0.134363651,Market Trends,0.204518855,
790,263627,"Benzinga's Top Upgrades, Downgrades For August 24, 2017",2017-08-24 09:19:00-04:00,CMG,Stock Trends,0.13459684,Market Trends,0.314342886,
229,677156,Innophos Holdings Raises Dividend 8% to $0.27 Per Share,2012-02-27 15:09:00-05:00,IPHS,Fund Activities,0.135202616,Company News,0.364440948,
919,1133001,Morning Market Losers ,2014-04-07 09:48:00-04:00,SHLD,Stock Trends,0.13527073,Economic Indicators,0.215510041,
920,1133001,Morning Market Losers ,2014-04-07 09:48:00-04:00,SHLD,Stock Trends,0.13527073,Economic Indicators,0.215510041,
921,998759,Morning Market Losers ,2014-04-15 09:51:00-04:00,PESI,Stock Trends,0.13527073,Economic Indicators,0.215510041,
922,998759,Morning Market Losers ,2014-04-15 09:51:00-04:00,PESI,Stock Trends,0.13527073,Economic Indicators,0.215510041,
569,285350,"Company News for June 1, 2010 - Corporate Summary",2010-06-01 09:48:00-04:00,COV,Earnings,0.135313392,Company News,0.966293335,
882,1245776,Citi Downgrades Toll Brothers to Hold from Buy,2011-07-21 07:01:00-04:00,TOL,Stock Trends,0.135468662,Investment News,0.386051059,
803,736397,3 Ways To Profit From Consolidation In The Consumer Goods Industry,2014-04-28 09:59:00-04:00,KO,Earnings,0.135499462,Market Trends,0.371549934,
421,948661,"Benzinga's Top Upgrades, Downgrades For October 6, 2017",2017-10-06 09:24:00-04:00,OGE,Stock Trends,0.135718763,Market Trends,0.301820338,
202,921749,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,NTAP,Stock Trends,0.13597697,Market Trends,0.272642612,
203,921749,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,NTAP,Stock Trends,0.13597697,Market Trends,0.272642612,
204,921749,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,NTAP,Stock Trends,0.13597697,Market Trends,0.272642612,
205,921749,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,NTAP,Stock Trends,0.13597697,Market Trends,0.272642612,
206,882378,Stocks That Hit 52-Week Lows On Thursday,2020-03-19 10:49:00-04:00,NATI,Stock Trends,0.13597697,Market Trends,0.272642612,
207,882378,Stocks That Hit 52-Week Lows On Thursday,2020-03-19 10:49:00-04:00,NATI,Stock Trends,0.13597697,Market Trends,0.272642612,
208,882378,Stocks That Hit 52-Week Lows On Thursday,2020-03-19 10:49:00-04:00,NATI,Stock Trends,0.13597697,Market Trends,0.272642612,
209,882378,Stocks That Hit 52-Week Lows On Thursday,2020-03-19 10:49:00-04:00,NATI,Stock Trends,0.13597697,Market Trends,0.272642612,
210,1347380,Stocks That Hit 52-Week Lows On Thursday,2019-10-10 11:08:00-04:00,WDR,Stock Trends,0.13597697,Market Trends,0.272642612,
211,1347380,Stocks That Hit 52-Week Lows On Thursday,2019-10-10 11:08:00-04:00,WDR,Stock Trends,0.13597697,Market Trends,0.272642612,
212,1347380,Stocks That Hit 52-Week Lows On Thursday,2019-10-10 11:08:00-04:00,WDR,Stock Trends,0.13597697,Market Trends,0.272642612,
213,1347380,Stocks That Hit 52-Week Lows On Thursday,2019-10-10 11:08:00-04:00,WDR,Stock Trends,0.13597697,Market Trends,0.272642612,
214,259790,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,CMCSA,Stock Trends,0.13597697,Market Trends,0.272642612,
215,259790,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,CMCSA,Stock Trends,0.13597697,Market Trends,0.272642612,
216,259790,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,CMCSA,Stock Trends,0.13597697,Market Trends,0.272642612,
217,259790,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,CMCSA,Stock Trends,0.13597697,Market Trends,0.272642612,
115,1234885,NBC7 San Diego Tweets '#BREAKING: Southwestern College evacuates students from one building http://on.nbc7.com/l75B2A3',2014-10-16 13:50:00-04:00,TKMR,Asset Trends,0.136151165,Company News,0.682350457,
124,470653,"Morgan Stanley Maintains Equal-Weight on Expedia Group, Raises Price Target to $85",2020-06-03 08:59:00-04:00,EXPE,Stock Trends,0.136152416,Investment News,0.390390068,
1147,1100850,"The Market In 5 Minutes: Tariffs, NXPI, Powell And More",2018-06-15 08:59:00-04:00,RPAI,Trade & Tax Policies,0.136551708,Market Trends,0.667424142,
1103,418951,EM Bond ETF Celebrates Fifth Birthday in Style,2012-10-11 16:58:00-04:00,EMB,Investment Strategies,0.136713132,Investment News,0.355075508,
702,1325337,"Verso Sees Q1 Sales $610-$625M vs $642M Est., Sees FY18 Net Sales Greater Than 2017 Due To Pricing And A3 Volume",2018-03-08 06:34:00-05:00,VRS,Stock Trends,0.136867508,Company News,0.39441362,
388,1254071,"Benzinga's Top Upgrades, Downgrades For March 6, 2018",2018-03-06 10:10:00-05:00,TRN,Stock Trends,0.13700591,Market Trends,0.291849226,
168,907737,"Stifel Nicolaus Upgrades Navios Maritime Holdings Inc. to Buy, Announces $14.00 PT",2014-03-06 07:06:00-05:00,NM,Stock Trends,0.13719961,Investment News,0.505755424,
9,226541,Cedar Shopping Centers Closes Purchase of New Jersey Center for $26.3M ,2010-10-13 14:31:00-04:00,CDR,M&A,0.137282595,Company News,0.466245323,M&A
943,968326,"Benzinga's Top Upgrades, Downgrades For May 31, 2018",2018-05-31 09:23:00-04:00,OTTR,Stock Trends,0.13762559,Market Trends,0.288809836,
356,1358030,Windstream Awarded Federal Government GSA Contract for Green Buildings Initiative,2015-04-22 15:33:00-04:00,WIN,GDP,0.137727737,Company News,0.54320538,
781,551122,Gilead Prices $4B Offering Of Senior Unsecured Notes,2014-11-12 18:00:00-05:00,GILD,Banking News,0.137839198,Investment News,0.421258956,
979,271393,Conmed Lifted to Neutral  - Analyst Blog,2010-08-13 16:22:00-04:00,CNMD,Central Bank Actions,0.137908563,Company News,0.254978538,
879,1033331,"Benzinga's Top Upgrades, Downgrades For September 18, 2018",2018-09-18 09:10:00-04:00,PRI,Stock Trends,0.138043687,Market Trends,0.288252413,
1043,152390,"Nomura Maintains Neutral on Franklin Resources, Inc., Raises PT to $147.00",2013-02-04 08:52:00-05:00,BEN,Stock Trends,0.138165399,Investment News,0.346094102,
398,1222574,Teva Cuts Qtr. Dividend From $0.34 To $0.085/Share,2017-08-03 08:17:00-04:00,TEVA,Stock Trends,0.138239443,Company News,0.548802733,
453,830657,"Jefferies Initiates Coverage on Mellanox Technologies, Ltd. at Hold, Announces $40.00 PT",2013-12-05 16:27:00-05:00,MLNX,Tech Developments,0.138490185,Investment News,0.458173901,
1185,1327358,Vertex Raises FY15 KALYDECO Sales Outlook from $575M-$590M to $605M-$620M,2015-10-28 16:38:00-04:00,VRTX,Leadership,0.138655543,Company News,0.312077165,
320,602216,"Christmas Channel Checks Paint Lululemon A Loser, American Eagle A Winner, Analyst Says",2015-12-28 09:08:00-05:00,HBI,Asset Trends,0.138725579,Company News,0.640017986,
382,1228499,"Benzinga's Top Upgrades, Downgrades For October 18, 2017",2017-10-18 09:28:00-04:00,THS,Stock Trends,0.139413342,Market Trends,0.303234875,
899,1302726,Morgan Stanley Sees Risk To Consensus Estimates Skew Positive For UTi Worldwide,2014-09-02 09:07:00-04:00,UTIW,Stock Trends,0.140326172,Market Trends,0.244036973,
571,597184,"BMO Capital Initiates Coverage on Halliburton at Outperform, Announces $53.00 PT",2015-02-18 06:26:00-05:00,HAL,Banking News,0.140994713,Investment News,0.42008701,
155,483206,UNUSUAL OPTIONS ACTIVITY: Freeport McMoRan May 31st Calls Showing Wildly Different Strike Prices,2013-05-16 13:28:00-04:00,FCX,Asset Trends,0.141205207,Company News,0.289970875,
1054,430197,"ETFs to Watch April 2, 2013 (BOND, FAZ, YCS)",2013-04-02 06:46:00-04:00,EPU,Fund Activities,0.141609251,Investment News,0.47135967,
396,1037897,"Cantor Fitzgerald Initiates Coverage on Prospect Capital at Hold, Announces $8.00 PT",2015-07-01 09:43:00-04:00,PSEC,Investment Strategies,0.141662404,Investment News,0.431504756,
1064,372268,"Dunkin' Brands Shares Plunge ~$1.50 As Traders Circulating Alert From Website 'iwaspoisoned.com' (Site Which Broke Chipotle News On Tues.) Related To Co.'s Arlington Heights, Illinois Store",2017-07-19 09:49:00-04:00,DNKN,Stock Trends,0.141741663,Company News,0.529976249,
585,387677,Seaport Global Initiates Coverage On Duke Energy with Neutral Rating,2020-06-09 07:17:00-04:00,DUK,Investment Strategies,0.141942412,Company News,0.35878256,
365,571770,"Goldman Sachs Maintains Genuine Parts at Sell, Raises PT from $59 to $61",2012-09-04 06:50:00-04:00,GPC,GDP,0.142410517,Investment News,0.339900881,Banking News
120,497165,J.P. Morgan Discusses Fiserv After Analysts Day (FISV),2010-10-07 07:01:00-04:00,FISV,Earnings,0.142677367,Company News,0.360311657,
47,1023246,Benzinga's Top Upgrades,2016-04-29 08:58:00-04:00,PODD,Stock Trends,0.143006712,Market Trends,0.355301946,
48,1023246,Benzinga's Top Upgrades,2016-04-29 08:58:00-04:00,PODD,Stock Trends,0.143006712,Market Trends,0.355301946,
49,1023246,Benzinga's Top Upgrades,2016-04-29 08:58:00-04:00,PODD,Stock Trends,0.143006712,Market Trends,0.355301946,
50,1023246,Benzinga's Top Upgrades,2016-04-29 08:58:00-04:00,PODD,Stock Trends,0.143006712,Market Trends,0.355301946,
51,1023246,Benzinga's Top Upgrades,2016-04-29 08:58:00-04:00,PODD,Stock Trends,0.143006712,Market Trends,0.355301946,
52,1023246,Benzinga's Top Upgrades,2016-04-29 08:58:00-04:00,PODD,Stock Trends,0.143006712,Market Trends,0.355301946,
53,1023246,Benzinga's Top Upgrades,2016-04-29 08:58:00-04:00,PODD,Stock Trends,0.143006712,Market Trends,0.355301946,
54,1023246,Benzinga's Top Upgrades,2016-04-29 08:58:00-04:00,PODD,Stock Trends,0.143006712,Market Trends,0.355301946,
55,495540,Benzinga's Top Upgrades,2015-10-02 09:01:00-04:00,FINL,Stock Trends,0.143006712,Market Trends,0.355301946,
56,495540,Benzinga's Top Upgrades,2015-10-02 09:01:00-04:00,FINL,Stock Trends,0.143006712,Market Trends,0.355301946,
57,495540,Benzinga's Top Upgrades,2015-10-02 09:01:00-04:00,FINL,Stock Trends,0.143006712,Market Trends,0.355301946,
58,495540,Benzinga's Top Upgrades,2015-10-02 09:01:00-04:00,FINL,Stock Trends,0.143006712,Market Trends,0.355301946,
59,495540,Benzinga's Top Upgrades,2015-10-02 09:01:00-04:00,FINL,Stock Trends,0.143006712,Market Trends,0.355301946,
60,495540,Benzinga's Top Upgrades,2015-10-02 09:01:00-04:00,FINL,Stock Trends,0.143006712,Market Trends,0.355301946,
61,495540,Benzinga's Top Upgrades,2015-10-02 09:01:00-04:00,FINL,Stock Trends,0.143006712,Market Trends,0.355301946,
62,495540,Benzinga's Top Upgrades,2015-10-02 09:01:00-04:00,FINL,Stock Trends,0.143006712,Market Trends,0.355301946,
63,420260,Benzinga's Top Upgrades,2013-11-08 07:29:00-05:00,EMN,Stock Trends,0.143006712,Market Trends,0.355301946,
64,420260,Benzinga's Top Upgrades,2013-11-08 07:29:00-05:00,EMN,Stock Trends,0.143006712,Market Trends,0.355301946,
65,420260,Benzinga's Top Upgrades,2013-11-08 07:29:00-05:00,EMN,Stock Trends,0.143006712,Market Trends,0.355301946,
66,420260,Benzinga's Top Upgrades,2013-11-08 07:29:00-05:00,EMN,Stock Trends,0.143006712,Market Trends,0.355301946,
67,420260,Benzinga's Top Upgrades,2013-11-08 07:29:00-05:00,EMN,Stock Trends,0.143006712,Market Trends,0.355301946,
68,420260,Benzinga's Top Upgrades,2013-11-08 07:29:00-05:00,EMN,Stock Trends,0.143006712,Market Trends,0.355301946,
69,420260,Benzinga's Top Upgrades,2013-11-08 07:29:00-05:00,EMN,Stock Trends,0.143006712,Market Trends,0.355301946,
70,420260,Benzinga's Top Upgrades,2013-11-08 07:29:00-05:00,EMN,Stock Trends,0.143006712,Market Trends,0.355301946,
71,973325,Benzinga's Top Upgrades,2014-05-12 07:55:00-04:00,P,Stock Trends,0.143006712,Market Trends,0.355301946,
72,973325,Benzinga's Top Upgrades,2014-05-12 07:55:00-04:00,P,Stock Trends,0.143006712,Market Trends,0.355301946,
73,973325,Benzinga's Top Upgrades,2014-05-12 07:55:00-04:00,P,Stock Trends,0.143006712,Market Trends,0.355301946,
74,973325,Benzinga's Top Upgrades,2014-05-12 07:55:00-04:00,P,Stock Trends,0.143006712,Market Trends,0.355301946,
75,973325,Benzinga's Top Upgrades,2014-05-12 07:55:00-04:00,P,Stock Trends,0.143006712,Market Trends,0.355301946,
76,973325,Benzinga's Top Upgrades,2014-05-12 07:55:00-04:00,P,Stock Trends,0.143006712,Market Trends,0.355301946,
77,973325,Benzinga's Top Upgrades,2014-05-12 07:55:00-04:00,P,Stock Trends,0.143006712,Market Trends,0.355301946,
